CODE,ED_NAME,COUNTY,Planning Region,Pop_By_Place_Of_Birth_Ireland_2011,Perc_Pop_By_Place_Of_Birth_Ireland_2011,Perc_Pop_By_Nationality_Ireland_2011,Perc_Pop_By_Nationality_Poland_2011,Perc_Pop_By_Religion_Catholic_2011,Perc_Speakers_Of_Foreign_Languages_Ability_To_Speak_English_Not_At_All_2011
753,024 Creggan Upper,Louth,Eastern and Midlands,584,74.58,96.42,0,94.54,0
754,025 Darver,Louth,Eastern and Midlands,501,88.2,97.18,0.35,91.73,0
755,026 Drummullagh,Louth,Eastern and Midlands,684,55.79,92.82,0.16,90.77,2.7
756,027 Dundalk Rural,Louth,Eastern and Midlands,13703,75.93,83.51,1.72,82.24,2.45
757,028 Faughart,Louth,Eastern and Midlands,806,81.91,97.87,0,95.56,0
758,029 Greenore,Louth,Eastern and Midlands,940,81.6,94.88,0.09,90.93,1.89
759,030 Haggardstown,Louth,Eastern and Midlands,5054,79.57,93.31,0.6,88.94,2.41
760,031 Jenkinstown,Louth,Eastern and Midlands,943,80.67,96.58,0.6,94.54,0
761,032 Killanny,Louth,Eastern and Midlands,733,91.85,97.12,0.13,93.87,0
762,033 Louth,Louth,Eastern and Midlands,1319,87.99,94.6,0,92.89,10.26
763,034 Mansfieldstown,Louth,Eastern and Midlands,724,90.16,95.64,0,92.69,0
764,035 Rathcor,Louth,Eastern and Midlands,1138,84.61,96.06,0.45,94.3,5.77
765,036 Ravensdale,Louth,Eastern and Midlands,669,67.92,95.94,0.2,91.36,0
766,037 Clogher,Louth,Eastern and Midlands,2622,86.79,91.89,0.86,90.6,0.93
767,038 Dysart,Louth,Eastern and Midlands,826,90.37,95.73,0.66,91.39,0
768,039 Monasterboice,Louth,Eastern and Midlands,1211,90.71,96.18,0.07,88.15,4
769,040 Mullary,Louth,Eastern and Midlands,1573,91.35,96.69,0.12,91.93,0
770,041 St. Peter's,Louth,Eastern and Midlands,7385,80.98,84.87,2.32,83.07,3.05
771,042 Termonfeckin,Louth,Eastern and Midlands,2860,87.54,92.41,0.49,89.77,0.5
772,047 St. Mary's (part),Louth,Eastern and Midlands,5299,81.19,84.79,2.19,82.68,3.59
773,001 Ceannanus M—r (Kells) Urban,Meath,Eastern and Midlands,1693,85.03,88.45,2.96,89.97,3.91
774,002 Navan Urban,Meath,Eastern and Midlands,2059,65.62,68.23,7.84,79.86,4.32
775,003 Trim Urban,Meath,Eastern and Midlands,931,75.88,77.67,4.32,85.58,6.14
776,004 Drumcondra,Meath,Eastern and Midlands,1193,93.13,94.93,0.62,94.03,3.92
777,005 Grangegeeth,Meath,Eastern and Midlands,550,92.59,95.79,0.51,95.45,10.53
778,006 Killary,Meath,Eastern and Midlands,1135,93.26,96.14,0.41,93.61,0
779,007 Culmullin,Meath,Eastern and Midlands,961,91.44,94.58,0.48,90.7,2.04
780,008 Donaghmore,Meath,Eastern and Midlands,8603,78.93,80.75,4.87,84.18,4.09
781,009 Dunboyne,Meath,Eastern and Midlands,7914,83.34,86.88,2.84,83.91,4.42
782,010 Dunshaughlin,Meath,Eastern and Midlands,4863,86.25,90.51,2.43,87.58,3.13
783,011 Kilbrew,Meath,Eastern and Midlands,2413,80.43,82.1,3.4,83.37,2.8
784,012 Killeen,Meath,Eastern and Midlands,990,91.33,95.3,0.37,89.18,3.92
785,013 Kilmessan,Meath,Eastern and Midlands,1252,90.86,94.19,0.73,90.92,2.7
786,014 Kilmore,Meath,Eastern and Midlands,1380,92.37,95.52,0.87,89.52,1.2
787,015 Rathfeigh,Meath,Eastern and Midlands,893,91.12,92.35,0,89.6,0
788,016 Ratoath,Meath,Eastern and Midlands,9007,85.78,89.76,1.06,87.15,1.85
789,017 Rodanstown,Meath,Eastern and Midlands,931,90.74,95.52,0.1,91.82,4.76
790,018 Skreen,Meath,Eastern and Midlands,1290,89.9,93.31,0.91,89.5,3.08
791,019 Ardagh,Meath,Eastern and Midlands,620,91.31,95.14,0.29,93.09,0
792,020 Ballinlough,Meath,Eastern and Midlands,205,92.76,94.57,2.26,92.38,0
793,021 Balrathboyne,Meath,Eastern and Midlands,458,92.34,95.36,0,91.4,0
794,022 Boherboy,Meath,Eastern and Midlands,266,90.48,97.62,0,90.57,0
795,023 Burry,Meath,Eastern and Midlands,244,92.08,95.09,0,90.6,0
796,024 Carrickleck,Meath,Eastern and Midlands,444,93.87,97.25,0,94.08,0
797,025 Castlekeeran,Meath,Eastern and Midlands,429,92.46,96.12,0,93.56,0
798,026 Ceannanus M—r (Kells) Rural,Meath,Eastern and Midlands,3540,79.77,83.96,5.75,87.22,4.21
799,027 Cruicetown,Meath,Eastern and Midlands,333,91.23,94.25,0,93.17,0
800,028 Girley,Meath,Eastern and Midlands,330,87.3,93.39,0,86.27,0
801,029 Kilmainham,Meath,Eastern and Midlands,701,92.24,96.71,0,96.71,0
802,030 Kilskeer,Meath,Eastern and Midlands,349,90.41,95.85,0,87.34,0
803,031 Loughan,Meath,Eastern and Midlands,380,93.83,97.78,0,93.33,0
804,032 Maperath,Meath,Eastern and Midlands,436,91.79,94.53,0.21,92.69,0
805,033 Martry,Meath,Eastern and Midlands,612,92.87,96.21,0.46,92.16,0
806,034 Moybolgue,Meath,Eastern and Midlands,223,93.31,95.4,0,91.7,0
807,035 Moynalty,Meath,Eastern and Midlands,571,94.38,97.85,0,91.79,0
808,036 Newcastle,Meath,Eastern and Midlands,379,92.67,98.04,0,95.6,0
809,037 Newtown,Meath,Eastern and Midlands,783,88.37,92.44,0.56,93.23,0
810,038 Nobber,Meath,Eastern and Midlands,654,88.5,91.07,0.27,88.24,4
811,039 Posseckstown,Meath,Eastern and Midlands,179,92.27,96.91,0.52,92.42,0
812,040 Staholmog,Meath,Eastern and Midlands,373,92.1,95.06,0,92.84,0
813,041 Tailtin,Meath,Eastern and Midlands,797,90.06,94.92,0.79,92.55,0
814,042 Trohanny,Meath,Eastern and Midlands,310,94.51,96.34,0,88.41,0
815,043 Ardcath,Meath,Eastern and Midlands,1741,91.63,94.37,0.74,91.42,3.09
816,044 Duleek,Meath,Eastern and Midlands,4582,88.76,91.22,0.66,89.3,4.85
817,045 Julianstown,Meath,Eastern and Midlands,7755,81.43,84.69,1.07,80.34,2.47
818,046 Mellifont,Meath,Eastern and Midlands,526,94.6,95.86,1.62,94.12,0
819,047 St. Mary's (part),Meath,Eastern and Midlands,8743,81.67,86.25,2.04,83.18,2.77
820,048 Stamullin,Meath,Eastern and Midlands,4061,88.4,90.51,1,87.03,1.5
821,049 Ardbraccan,Meath,Eastern and Midlands,1780,91.42,95.74,0.05,93.47,1.82
822,050 Ardmulchan,Meath,Eastern and Midlands,872,92.18,95.56,0.32,94.2,0
823,051 Bective,Meath,Eastern and Midlands,1031,91.24,95.49,0.35,92.31,8.57
824,052 Castletown,Meath,Eastern and Midlands,919,91.26,94.54,0.1,88.59,3.77
825,053 Domhnach Ph‡draig,Meath,Eastern and Midlands,1623,93.38,96.55,0,94.37,0
826,054 Kentstown,Meath,Eastern and Midlands,1769,90.63,93.39,1.28,91.11,0.93
827,055 Navan Rural,Meath,Eastern and Midlands,21036,79.3,83.09,3.6,85.28,4.04
828,056 Painestown,Meath,Eastern and Midlands,1076,91.89,94.53,0.09,93.62,0
829,057 Rathkenny,Meath,Eastern and Midlands,578,93.53,94.82,0.49,93.2,5.56
830,058 Slane,Meath,Eastern and Midlands,1597,87.55,90.73,1.59,88.55,5.22
831,059 Stackallan,Meath,Eastern and Midlands,546,89.07,93.8,0,93.87,0
832,060 Tara,Meath,Eastern and Midlands,1053,89.92,94.19,0.77,92.12,1.67
833,061 Crossakeel,Meath,Eastern and Midlands,424,92.98,96.27,0,90.97,0
834,062 Crosskeys,Meath,Eastern and Midlands,291,90.65,95.64,0.93,88.54,0
835,063 Killallon,Meath,Eastern and Midlands,248,92.88,96.25,0,90.74,0
836,064 Killeagh,Meath,Eastern and Midlands,341,90.69,93.88,0,92.15,3.85
837,065 Knocklough,Meath,Eastern and Midlands,188,87.44,87.91,1.86,84.72,25
838,066 Moylagh,Meath,Eastern and Midlands,362,87.86,91.75,0,88.22,0
839,067 Oldcastle,Meath,Eastern and Midlands,1782,77.24,79.32,1.13,87.69,7.14
840,068 Stonefield,Meath,Eastern and Midlands,216,92.31,95.73,0.85,93.67,0
841,069 Ardnamullan,Meath,Eastern and Midlands,752,89.42,91.91,0.59,92.04,3.64
842,070 Baile çtha Bu’,Meath,Eastern and Midlands,2060,81.62,85.38,1.86,88.11,6.76
843,071 Ballyboggan,Meath,Eastern and Midlands,493,92.32,95.32,0.19,89.74,0
844,072 Ballyconnell,Meath,Eastern and Midlands,655,91.87,94.81,0.14,91.32,0
845,073 Castlejordan,Meath,Eastern and Midlands,439,93.21,92.99,0.42,89.6,0
846,074 Castlerickard,Meath,Eastern and Midlands,1639,88.59,90,0.97,87.53,4.84
847,075 Cloghbrack,Meath,Eastern and Midlands,464,93.36,94.57,0,90.26,0
848,076 Clonmacduff,Meath,Eastern and Midlands,420,90.71,95.68,0.86,94.87,0
849,077 Gallow,Meath,Eastern and Midlands,839,92.5,96.25,0.11,90.43,0
850,078 Galtrim,Meath,Eastern and Midlands,613,93.02,95.14,0.46,88.14,0
851,079 Grennanstown,Meath,Eastern and Midlands,1057,88.38,91.81,1,91.59,5.88
852,080 Hill of Down,Meath,Eastern and Midlands,464,91.88,93.86,0.2,92.11,0
853,081 Innfield,Meath,Eastern and Midlands,3368,84.33,86.91,2.58,85.05,3.56
854,082 Cill Bhr’de,Meath,Eastern and Midlands,403,91.38,97.05,0,96.89,0
855,083 Kilcooly,Meath,Eastern and Midlands,295,91.33,93.19,0,90.4,0
856,084 Kildalky,Meath,Eastern and Midlands,1089,88.97,92.24,0.41,86.61,4.48
857,085 Killaconnigan,Meath,Eastern and Midlands,1842,88.13,91.44,1.63,88.83,3.13
858,086 Killyon,Meath,Eastern and Midlands,486,94,95.74,0,91.51,0
859,087 Laracor,Meath,Eastern and Midlands,528,93.62,96.63,0,92.81,0
860,088 Rahinstown,Meath,Eastern and Midlands,463,95.07,96.3,1.03,91.8,0
861,089 Rathmolyon,Meath,Eastern and Midlands,1237,93.36,96.3,0.83,89.47,0
862,090 An R‡th Mh—r,Meath,Eastern and Midlands,858,89.28,95.84,0,92.37,0
863,091 Summerhill,Meath,Eastern and Midlands,1114,86.36,90.08,3.49,89.3,1.63
864,092 Trim Rural (part),Meath,Eastern and Midlands,6498,82.27,86.1,2.87,87.58,3.56
865,001 Birr Urban,Offaly,Eastern and Midlands,3513,79.66,81.29,7.39,87.74,5.71
866,002 Tullamore Urban,Offaly,Eastern and Midlands,8926,79.34,81.74,5.06,88.16,3.83
867,003 Ballycumber,Offaly,Eastern and Midlands,684,93.44,96.17,0,93.61,0
868,004 Banagher,Offaly,Eastern and Midlands,1724,86.85,89.97,3.38,93.28,4.6
869,005 Birr Rural,Offaly,Eastern and Midlands,1107,86.76,90.13,4.08,90.92,5.26
870,006 Broughal,Offaly,Eastern and Midlands,107,89.17,88.33,0,93.33,0
871,007 Cloghan,Offaly,Eastern and Midlands,900,92.5,94.96,2.06,95.63,11.11
872,008 Clonmacnoise,Offaly,Eastern and Midlands,314,93.73,95.22,0,94.36,20
873,009 Derrinboy,Offaly,Eastern and Midlands,286,95.33,98.67,0,97.67,0
874,010 Derryad,Offaly,Eastern and Midlands,233,93.95,96.77,1.21,89.11,0
875,011 Doon,Offaly,Eastern and Midlands,424,92.98,97.15,0,96.28,0
876,012 Dromoyle,Offaly,Eastern and Midlands,301,93.19,94.43,0,90.4,0
877,013 Drumcullen,Offaly,Eastern and Midlands,330,93.48,94.62,1.98,92.09,0
878,014 Eglish,Offaly,Eastern and Midlands,133,91.72,95.86,0,77.93,0
879,015 Ferbane,Offaly,Eastern and Midlands,1099,90.83,94.96,1.16,95.58,3.77
880,016 Gallen,Offaly,Eastern and Midlands,544,94.94,96.86,0.17,97.74,0
881,017 Hinds,Offaly,Eastern and Midlands,284,92.21,96.43,0,95.15,0
882,018 Huntston,Offaly,Eastern and Midlands,332,95.4,96.84,0,97.7,0
883,019 Kilcolman,Offaly,Eastern and Midlands,365,95.3,97.65,0,94.81,0
884,020 Kilcormac,Offaly,Eastern and Midlands,1187,91.24,94.24,0,94.56,0
885,021 Killyon,Offaly,Eastern and Midlands,265,96.72,95.62,0,93.82,0
886,022 Kinnitty,Offaly,Eastern and Midlands,467,91.93,93.9,0,89.26,5
887,023 Knockbarron,Offaly,Eastern and Midlands,156,89.66,92.53,0,95.4,0
888,024 Lea,Offaly,Eastern and Midlands,333,90.98,94.26,0,94.01,0
889,025 Letter,Offaly,Eastern and Midlands,148,90.8,89.57,0,95.21,0
890,026 Lumcloon,Offaly,Eastern and Midlands,322,90.2,95.24,0,95.56,0
891,027 Lusmagh,Offaly,Eastern and Midlands,481,89.74,93.28,0.93,92.46,4.17
892,028 Mounterin,Offaly,Eastern and Midlands,230,91.27,93.25,0,82.14,0
893,029 Moyclare,Offaly,Eastern and Midlands,592,95.18,97.59,0.32,98.24,11.11
894,030 Seirkieran,Offaly,Eastern and Midlands,460,93.88,95.1,0.2,90,0
895,031 Shannonbridge,Offaly,Eastern and Midlands,275,95.16,96.89,0.69,96.66,0
896,032 Shannonharbour,Offaly,Eastern and Midlands,318,95.21,94.61,0,91.02,0
897,033 Srah,Offaly,Eastern and Midlands,688,93.86,96.45,0,97.82,0
898,035 Ballyburly,Offaly,Eastern and Midlands,1205,91.57,95.44,0.68,92.75,4.76
899,036 Ballymacwilliam,Offaly,Eastern and Midlands,597,93.14,97.04,0.47,93.96,0
900,037 Bracknagh,Offaly,Eastern and Midlands,933,92.47,95.64,0.3,85.77,2.33
901,038 Clonbulloge,Offaly,Eastern and Midlands,702,94.23,97.58,0.54,87.79,0
902,039 Clonmore,Offaly,Eastern and Midlands,372,89.21,92.81,0.24,91.43,5.88
903,040 Croghan,Offaly,Eastern and Midlands,502,95.44,95.25,0,96.77,0
904,041 Edenderry Rural,Offaly,Eastern and Midlands,776,91.62,93.98,1.53,96.26,0
905,042 Edenderry Urban,Offaly,Eastern and Midlands,5020,77.75,79.17,5.22,87.63,7.01
906,701 043/034 Esker/Ballaghassaan,Offaly,Eastern and Midlands,420,95.45,98.18,0,92.29,0
907,044 Knockdrin,Offaly,Eastern and Midlands,172,91.01,94.18,1.06,92.59,0
908,045 Monasteroris,Offaly,Eastern and Midlands,748,90.67,94.06,0.48,87.48,7.32
909,046 Aghancon,Offaly,Eastern and Midlands,339,91.62,94.59,0,74.33,0
910,047 Ballincor,Offaly,Eastern and Midlands,144,92.31,94.87,0,81.65,0
911,048 Barna,Offaly,Eastern and Midlands,137,88.39,90.32,0,83.33,0
912,049 Cangort,Offaly,Eastern and Midlands,198,94.74,94.74,0,72.04,0
913,050 Cullenwaine,Offaly,Eastern and Midlands,658,94.68,96.83,0,89.62,0
914,051 Dunkerrin,Offaly,Eastern and Midlands,338,94.68,95.52,0.84,94.13,0
915,052 Ettagh,Offaly,Eastern and Midlands,453,93.4,95.67,0,89.73,0
916,053 Gorteen,Offaly,Eastern and Midlands,273,91.3,95.99,0,86.62,0
917,054 Mountheaton,Offaly,Eastern and Midlands,610,93.56,97.7,0,90.33,7.14
918,055 Roscomroe,Offaly,Eastern and Midlands,148,100,97.97,0,97.99,#DIV/0!
919,056 Shinrone,Offaly,Eastern and Midlands,866,91.45,95.14,0.74,89.04,6.67
920,057 Templeharry,Offaly,Eastern and Midlands,186,89.86,92.27,1.93,74.53,0
921,058 Tulla,Offaly,Eastern and Midlands,106,97.25,99.08,0,98.17,0
922,059 Ballycommon,Offaly,Eastern and Midlands,516,91.98,96.79,0.18,91.09,11.76
923,060 Ballyshear,Offaly,Eastern and Midlands,349,91.84,94.74,0,92.39,0
924,061 Bawn,Offaly,Eastern and Midlands,357,94.69,97.88,0,92.33,0
925,062 Cappancur,Offaly,Eastern and Midlands,1354,91.67,94.58,0.74,88.66,2.5
926,063 Clara,Offaly,Eastern and Midlands,3573,91.97,94.41,0.39,94.38,1.23
927,064 Clonygowan,Offaly,Eastern and Midlands,511,95.51,96.82,0.37,89.72,0
928,065 Daingean,Offaly,Eastern and Midlands,1361,93.22,94.52,0.14,93.02,7.41
929,066 Derrycooley,Offaly,Eastern and Midlands,272,93.15,93.84,0,91.81,0
930,067 Durrow,Offaly,Eastern and Midlands,676,91.72,97.15,0,93.93,0
931,068 Geashill,Offaly,Eastern and Midlands,1513,93.92,97.21,0.12,90.29,0
932,069 Gorteen,Offaly,Eastern and Midlands,340,94.44,97.22,0,91.97,0
933,070 Hammerlane,Offaly,Eastern and Midlands,525,93.09,93.79,0,90.43,4.76
934,071 Kilclonfert,Offaly,Eastern and Midlands,325,90.03,95.01,0,92.03,0
935,072 Kilcumreragh,Offaly,Eastern and Midlands,489,93.86,97.31,0.58,95.79,0
936,073 Killeigh,Offaly,Eastern and Midlands,1172,93.76,95.84,0,92.76,2.78
937,074 Killooly,Offaly,Eastern and Midlands,251,92.96,95.93,0,88.89,0
938,075 Killoughy,Offaly,Eastern and Midlands,601,92.75,96.3,0,95.55,0
939,076 Mountbriscoe,Offaly,Eastern and Midlands,241,97.18,97.18,0,96.84,0
940,077 O'Dempsey,Offaly,Eastern and Midlands,147,92.45,92.45,0,76.88,0
941,078 Portarlington North,Offaly,Eastern and Midlands,2055,87.15,89.36,1.78,88.5,2.84
942,079 Rahan,Offaly,Eastern and Midlands,670,93.18,95.55,0.28,95.83,0
943,080 Raheenakeeran,Offaly,Eastern and Midlands,377,89.34,93.13,0.71,91.27,0
944,081 Rathfeston,Offaly,Eastern and Midlands,421,95.68,97.05,0,92.5,0
945,082 Rathrobin,Offaly,Eastern and Midlands,375,93.52,95.26,0,94.29,0
946,083 Screggan,Offaly,Eastern and Midlands,1343,92.49,95.94,0.07,93.64,0
947,084 Silverbrook,Offaly,Eastern and Midlands,676,94.81,97.05,0.14,94.84,7.14
948,085 Tinamuck,Offaly,Eastern and Midlands,236,90.42,95.4,1.15,96.55,0
949,086 Tinnycross,Offaly,Eastern and Midlands,424,93.39,97.8,0.22,93.89,0
950,087 Tullamore Rural,Offaly,Eastern and Midlands,2045,68.19,70.62,10.57,80.86,4.91
951,001 Athlone East Urban,Westmeath,Eastern and Midlands,2915,74.29,76.17,5.4,77.25,3.24
952,002 Athlone West Urban,Westmeath,Eastern and Midlands,2520,80.51,82.78,4.82,85.43,4.91
953,003 Athlone East Rural,Westmeath,Eastern and Midlands,5263,73.5,76.02,6.28,78.92,3.65
954,004 Auburn,Westmeath,Eastern and Midlands,643,91.34,96.45,0.43,93.54,0
955,005 Ballybroder,Westmeath,Eastern and Midlands,229,97.03,98.31,0,94.98,0
956,006 Bellanalack,Westmeath,Eastern and Midlands,496,88.57,92.32,2.86,93.25,3.7
957,007 Carn,Westmeath,Eastern and Midlands,706,94.89,97.58,0,92.01,0
958,008 Castledaly,Westmeath,Eastern and Midlands,620,93.09,97.45,0.3,96.3,0
959,009 Glassan,Westmeath,Eastern and Midlands,749,89.81,94.72,0.36,91.67,0
960,010 Kilcumreragh,Westmeath,Eastern and Midlands,380,94.06,96.78,0.5,98.02,0
961,011 Killinure,Westmeath,Eastern and Midlands,310,92.54,96.12,0,88.22,0
962,012 Moate,Westmeath,Eastern and Midlands,2540,83.72,85.63,4.65,89.86,4.56
963,013 Mount Temple,Westmeath,Eastern and Midlands,560,90.76,94.98,0,92.71,7.14
964,014 Moydrum,Westmeath,Eastern and Midlands,2334,84.29,87.5,3.72,88.15,5.29
965,015 Muckanagh,Westmeath,Eastern and Midlands,159,91.91,97.11,0,94.22,0
966,016 Tubbrit,Westmeath,Eastern and Midlands,611,91.88,95.94,0,93.23,0
967,017 Umma,Westmeath,Eastern and Midlands,246,93.54,95.06,0.38,94.36,0
968,018 Ardnagragh,Westmeath,Eastern and Midlands,390,89.86,91.24,0.69,93.2,11.11
969,019 Ballymore,Westmeath,Eastern and Midlands,579,87.33,91.25,0.75,92.22,0
970,020 Doonis,Westmeath,Eastern and Midlands,212,89.08,93.7,0,88.28,0
971,021 Drumraney,Westmeath,Eastern and Midlands,255,95.51,97.38,0,93.04,0
972,022 Noughaval,Westmeath,Eastern and Midlands,361,87.83,92.7,0.73,91.28,0
973,023 Piercetown,Westmeath,Eastern and Midlands,101,89.38,94.69,0,91.15,0
974,024 Templepatrick,Westmeath,Eastern and Midlands,183,93.37,95.92,0,95.92,0
975,025 Winetown,Westmeath,Eastern and Midlands,127,88.81,93.71,0.7,90.91,0
976,026 Boherquill,Westmeath,Eastern and Midlands,131,85.62,92.16,0,89.03,0
977,027 Coole,Westmeath,Eastern and Midlands,229,91.24,96.81,0,90.12,0
978,028 Coolure,Westmeath,Eastern and Midlands,249,85.86,93.45,0,77.24,0
979,029 Finnea,Westmeath,Eastern and Midlands,249,92.57,96.65,1.86,91.91,0
980,030 Glore,Westmeath,Eastern and Midlands,174,91.58,95.26,0,89.12,0
981,031 Knockarrow,Westmeath,Eastern and Midlands,98,88.29,90.99,0,86.73,0
982,032 Rathowen,Westmeath,Eastern and Midlands,289,91.46,96.52,0,83.02,0
983,033 Street,Westmeath,Eastern and Midlands,254,84.11,87.75,0,82.51,0
984,034 Ballinlough,Westmeath,Eastern and Midlands,118,88.06,88.81,0,85.07,0
985,035 Ballyhealy,Westmeath,Eastern and Midlands,256,91.76,95.7,0,93.93,0
986,036 Ballynaskeagh,Westmeath,Eastern and Midlands,251,94.01,95.88,0,93.28,0
987,037 Bracklin,Westmeath,Eastern and Midlands,234,88.64,94.32,0,89.47,10
988,038 Clonarney,Westmeath,Eastern and Midlands,454,90.8,94.6,0.4,93.8,0
989,039 Collinstown,Westmeath,Eastern and Midlands,387,81.99,84.53,4.03,86.92,2.08
990,040 Copperalley,Westmeath,Eastern and Midlands,241,88.93,95.2,0,91.88,0
991,041 Delvin,Westmeath,Eastern and Midlands,863,84.69,89.4,0,86.13,0
992,042 Faughalstown,Westmeath,Eastern and Midlands,205,87.61,92.74,0,89.83,0
993,043 Fore East,Westmeath,Eastern and Midlands,366,89.71,93.63,0,91.2,0
994,044 Fore West,Westmeath,Eastern and Midlands,335,85.03,91.12,0.25,86.47,0
995,045 Hilltown,Westmeath,Eastern and Midlands,230,88.8,91.89,0,89.02,0
996,046 Kilcumny,Westmeath,Eastern and Midlands,156,92.31,93.49,1.78,95.27,16.67
997,047 Killua,Westmeath,Eastern and Midlands,898,89.26,93.54,0.2,91.69,4.44
998,048 Killulagh,Westmeath,Eastern and Midlands,391,88.66,94.78,0,93.2,5.56
999,049 Kilpatrick,Westmeath,Eastern and Midlands,195,88.64,95.45,0.91,91.89,0
1000,050 Kinturk,Westmeath,Eastern and Midlands,1103,89.1,92.81,0.73,94.04,1.85
1001,051 Riverdale,Westmeath,Eastern and Midlands,391,91.78,96.95,0.23,92.49,0
1002,052 Rosmead,Westmeath,Eastern and Midlands,301,92.05,97.86,0,93.58,0
1003,053 Ardnaglew,Westmeath,Eastern and Midlands,242,88.32,90.88,0.36,89.45,5
1004,054/085 Ballinalack/Lackan,Westmeath,Eastern and Midlands,543,87.58,90.65,0,66.08,1.79
1005,055 Ballykilmore,Westmeath,Eastern and Midlands,637,90.23,92.35,1.84,94.48,10
1006,056 Ballymorin,Westmeath,Eastern and Midlands,285,90.76,93.95,0.32,87.97,0
1007,057 Ballynagore,Westmeath,Eastern and Midlands,489,91.74,95.12,0,93.25,0
1008,058 Belvidere,Westmeath,Eastern and Midlands,681,91.78,94.47,0.27,93.15,0
1009,059 Carrick,Westmeath,Eastern and Midlands,290,94.16,97.08,1.62,93.23,0
1010,060 Castle,Westmeath,Eastern and Midlands,769,87.99,92.68,2.06,90.91,1.41
1011,061 Castlelost,Westmeath,Eastern and Midlands,1561,91.13,93.46,0.76,91.04,0
1012,062 Castletown,Westmeath,Eastern and Midlands,687,92.21,95.84,0,95.86,0
1013,063 Churchtown,Westmeath,Eastern and Midlands,278,89.68,96.13,0,95.53,0
1014,064 Cloghan,Westmeath,Eastern and Midlands,300,90.36,94.88,0,93.98,0
1015,065 Clonfad,Westmeath,Eastern and Midlands,576,91.43,94.6,0.79,93.35,0
1016,066 Clonlost,Westmeath,Eastern and Midlands,411,91.74,95.76,0,93.53,0
1017,067 Derrymore,Westmeath,Eastern and Midlands,240,88.89,94.44,0,88.24,0
1018,068 Dysart,Westmeath,Eastern and Midlands,235,94,96.8,0,95.2,0
1019,069 Emper,Westmeath,Eastern and Midlands,194,90.65,93.93,0,90.19,0
1020,070 Enniscoffey,Westmeath,Eastern and Midlands,371,91.15,95.58,0,90.71,7.69
1021,071 Gaybrook,Westmeath,Eastern and Midlands,406,91.86,97.29,0.45,97.3,0
1022,072 Glenlough,Westmeath,Eastern and Midlands,173,96.11,98.33,0,95.65,0
1023,073 Greenpark,Westmeath,Eastern and Midlands,226,90.04,94.02,0,91.63,0
1024,074 Griffinstown,Westmeath,Eastern and Midlands,501,90.27,93.15,0,90.32,0
1025,075 Heathstown,Westmeath,Eastern and Midlands,643,91.47,96.3,0,93.63,0
1026,076 Hopestown,Westmeath,Eastern and Midlands,525,89.9,93.15,0,88.44,0
1027,077 Huntingdon,Westmeath,Eastern and Midlands,366,91.27,94.51,0,92.02,0
1028,078 Jamestown,Westmeath,Eastern and Midlands,115,89.15,98.45,0,89.92,0
1029,079 Kilbeggan,Westmeath,Eastern and Midlands,1103,73.44,75.1,11.19,90.48,8.54
1030,080 Kilbixy,Westmeath,Eastern and Midlands,573,93.93,95.41,0,93.63,0
1031,081 Killare,Westmeath,Eastern and Midlands,333,91.99,95.3,0,92.82,0
1032,082 Killucan,Westmeath,Eastern and Midlands,1491,88.86,91.48,0.36,88.53,0.95
1033,083 Kinnegad,Westmeath,Eastern and Midlands,2334,82.65,86.76,2.27,85.76,1.79
1034,084 Knockdrim,Westmeath,Eastern and Midlands,491,89.11,92.38,1.09,87.73,4.35
1035,086 Lauree,Westmeath,Eastern and Midlands,198,92.52,95.33,0,93.93,0
1036,087 Middleton,Westmeath,Eastern and Midlands,306,95.63,97.5,0,95.95,0
1037,088 Milltown,Westmeath,Eastern and Midlands,254,86.1,92.2,1.36,90,6.67
1038,089 Mullingar Rural,Westmeath,Eastern and Midlands,8077,78.31,81.41,3.64,83.99,3.1
1039,090 Mullingar North Urban,Westmeath,Eastern and Midlands,4034,76.44,78.32,5.78,86.04,4.92
1040,091 Mullingar South Urban,Westmeath,Eastern and Midlands,3112,76.92,79.09,5.19,84.92,3.76
1041,092 Multyfarnham,Westmeath,Eastern and Midlands,517,85.88,88.87,0.66,87.6,0
1042,093 Newtown,Westmeath,Eastern and Midlands,207,97.18,99.53,0,95.83,0
1043,094 Owel,Westmeath,Eastern and Midlands,398,94.76,96.9,0,94.06,0
1044,095 Portloman,Westmeath,Eastern and Midlands,309,94.21,96.65,0,90.55,0
1045,096 Raharney,Westmeath,Eastern and Midlands,463,90.61,96.28,0,93.37,0
1046,097 Rahugh,Westmeath,Eastern and Midlands,289,97.64,95.61,0,91.58,14.29
1047,098 Rathconrath,Westmeath,Eastern and Midlands,331,93.77,96.88,0.28,93.8,0
1048,099 Russellstown,Westmeath,Eastern and Midlands,464,90.8,96.67,0,94.92,0
1049,100 Skeagh,Westmeath,Eastern and Midlands,231,95.06,97.12,0,95.47,0
1050,101 Sonna,Westmeath,Eastern and Midlands,262,88.22,92.26,0.67,88.93,0
1051,102 Stonehall,Westmeath,Eastern and Midlands,187,84.62,93.67,0,88.05,0
1052,103 Streamstown,Westmeath,Eastern and Midlands,335,93.06,96.39,0,97.24,0
1053,104 Taghmon,Westmeath,Eastern and Midlands,361,92.56,95.64,0,92.56,0
1054,105 Tullaghan,Westmeath,Eastern and Midlands,363,93.32,97.17,0,95.4,0
